"","Microalbumin urine","Complement C3","Glucose","Base excess","Iron","Protein","Tobramycin","Bicarbonate","Basophils/100 leukocytes","Erythrocytes","Body weight Measured","Glucose","Thyroxine","Zinc","Bicarbonate","Fractional oxyhemoglobin","Body temperature","Hemoglobin A2/Hemoglobin.total","Hematocrit of Arterial blood","Estradiol","Tacrolimus","Lymphocytes/100 leukocytes","Thiamine","Sjogrens syndrome-B extractable nuclear IgG Ab","Carbon dioxide, total","Immunoglobulin light chains.kappa.free","Folate","Gestational age","Immunoglobulin light chains.kappa.free/Immunoglobulin light chains.lambda.free","Head Occipital-frontal circumference","Magnesium","Nucleated erythrocytes","Sodium","Bands %","Base excess","Beta+gamma tocopherol","CD3-CD19+ cells/100 cells","Cholesterol","Indirect bilirubin serum/plasma","Proteinase 3 Ab","Triiodothyronine","Oxygen saturation Calculated from oxygen partial pressure","Monocytes/100 leukocytes","Natriuretic peptide B","Beta-2-Microglobulin","CD3+CD4+ cells/100 cells","Carbon dioxide serum/plasma","Eosinophils/100 leukocytes","Leukocytes","Zinc","Prealbumin","Fractional oxyhemoglobin","Triglyceride","CD3 cells/100 cells","Oxygen saturation","Glucose","Copper","Bicarbonate","Troponin I.cardiac","Lymphocytes/100 leukocytes","Immunoglobulin light chains.lambda.free","Sodium","Glucose","Urea nitrogen","Hemoglobin A1c","Volume","Vancomycin","First Respiration rate Set","Eosinophils %","Calcium","Hematocrit","Haptoglobin","Insulin-like growth factor-I","Oxygen saturation","PSA serum/plasma","Potassium","Testosterone Free","Gentamicin","Oxygen saturation","Carbon dioxide, total","Sodium serum/plasma","Protein S actual/normal","Erythrocyte distribution width by Automated count","Erythrocytes","Protein serum/plasma","Eosinophils/100 leukocytes","Globulin","Monocytes/100 leukocytes","Phenytoin serum/plasma","Albumin serum/plasma","Pain severity - Reported","Pyridoxine","Immature reticulocytes/Reticulocytes.total","Child weight centiles - finding","Leukocytes","Platelet mean volume","Lymphocytes %","Base excess","Hemoglobin F/Hemoglobin.total","Iron binding capacity.unsaturated","Bicarbonate","Calcium serum/plasma serum/plasma","CD3+CD8+ cells/100 cells","Lactate","Alpha-1-Fetoprotein","Neutrophils.hypersegmented/100 leukocytes","Carbon dioxide, total","Volume of 24 hour Urine","Neutrophils/100 leukocytes","CD16+CD56+ cells/100 cells","Creatinine serum/plasma","IgA.secretory","Myelocytes/100 leukocytes","Oxygen saturation","Chloride","Coagulation factor VIII activity actual/normal","Protein","C reactive protein","Levetiracetam serum/plasma","Potassium serum/plasma","CD45 cells/100 cells","Total Bilirubin serum/plasma","Albumin serum/plasma","Alpha tocopherol","Body weight","Direct bilirubin serum/plasma","Carbamazepine serum/plasma","Urea","Chloride","Cholesterol","Body height","Protein","Body mass index","Calcium.ionized","Iron saturation","Glucose","Cobalamin","Hemoglobin","Ferritin","Monocytes","Acetaminophen","Carcinoembryonic Ag","Creatinine","BP systolic","Prolactin","Free PSA serum/plasma","Creatine kinase.MB","Phenytoin Free","Chloride","Osmolality of Serum or Plasma","Cortisol","Digoxin","Ethanol","Bicarbonate","Fibrinogen","Thyroxine","Ribonucleoprotein extractable nuclear IgG Ab","Calcidiol","Basophils/100 leukocytes","Myeloperoxidase Ab","Osmolality of Urine","Triiodothyronine Free","Reticulocytes %","NT proBNP serum/plasma","Chloride","Glucose","Mesothelial cells/100 leukocytes","Ammonia","Sodium","Gestational age","Troponin T.cardiac","Immature granulocytes/100 leukocytes","Platelets reticulated/100 platelets","Metamyelocytes/100 leukocytes","Salicylates","Smith extractable nuclear IgG Ab","Body surface area","Potassium","Thyroxine free","Base excess of blood","Basophils/100 leukocytes","Dehydroepiandrosterone sulfate","Creatinine","Bicarbonate","Glucose","Body temperature","Iron binding capacity","Retinol","Albumin","Body weight)","IgM","Hemoglobin","Corticotropin","Body height","Fasting glucose","Protein C actual/normal","Potassium","Sjogrens syndrome-A extractable nuclear IgG Ab","Child height centile finding","Lactate","Body mass index","Parathyrin.intact","Salicylates","Glucose lab","Glucose lab","Hemoglobin A1c/Hemoglobin.total","Hemoglobin A1c/Hemoglobin.total","IgG","Base excess","Platelet count","Testosterone","Triiodothyronine","Erythrocyte mean corpuscular hemoglobin by Automated count","Variant lymphocytes/100 leukocytes","Carbon dioxide, total","Chloride serum/plasma","Complement C4","Neutrophils %","Chloride","Leukocytes","Ceruloplasmin","Body height Measured)","Glucose","Cholesterol","Cholesterol","Complement total hemolytic CH50","Thiamine","Natriuretic peptide B","Urate","Monocytes/100 leukocytes","Retinyl palmitate","SCL-70 extractable nuclear IgG Ab","Iron/Transferrin","Ferritin","Hemoglobin","Protein","Macrophages/100 leukocytes","Urobilinogen","Thyroxine free","Hemoglobin A/Hemoglobin.total","Carbon dioxide, total","Erythrocyte mean corpuscular hemoglobin concentration by Automated count","Phosphate","BP diastolic","Urea nitrogen serum/plasma","Calcitriol","Valproate serum/plasma","Lactate","Troponin T.cardiac","Calcium.ionized","Troponin I.cardiac","Glucose","Body height Measured","Erythrocyte mean corpuscular volume by Automated count","Lithium","Alpha 1 antitrypsin","Heart rate","Progesterone","Helicobacter pylori IgG Ab","Glucose","Calcium.ionized","Ammonia","Urobilinogen","Homocysteine","Body mass index","Tissue transglutaminase IgA Ab","Jo-1 extractable nuclear IgG Ab","Creatinine"
"Midazolam",1.3709647187054e-06,2.48999440210839e-08,-2.87673259101089e-06,4.9158890718315e-08,-4.19592342462473e-10,-2.01970816949563e-06,1.17819700695333e-06,-2.75733554835826e-09,2.45442517114486e-09,-3.15174963258748e-07,0,-1.73993126238818e-06,-8.85453503780445e-05,3.01339338068714e-06,2.0132629713759e-07,-1.36153858523877e-09,-1.45525950442035e-09,-1.05818304608891e-08,-6.91367276204376e-09,-3.17490757271856e-05,8.02549674193096e-09,-2.53826196728296e-08,0.000127115444127486,-1.76517313240221e-06,-8.57292885001204e-09,6.28712114367202e-07,-3.4288121933702e-09,-4.75125903945507e-05,0.000112999706809331,-8.32298355085112e-09,-1.05882147424838e-10,8.9134187760164e-07,-4.23008348715938e-09,-3.75927171936424e-10,3.69421947623036e-06,3.87786456224936e-05,-3.31342395590029e-07,-2.72945197849777e-10,-3.91582905466309e-10,-5.11213121671603e-07,-4.7745077960967e-08,-6.90899756697707e-09,-4.91823659320815e-11,8.15527607206505e-09,-1.79748628687627e-06,-6.42577661249973e-07,-1.23919410923566e-10,-6.28669821677894e-09,1.85453129605394e-05,7.54980393075134e-06,2.1016171527487e-06,-1.64461311007327e-05,-6.72572262217432e-10,-2.49009775825519e-07,-3.85775519342526e-10,-7.21082185099465e-08,0.000583660965509981,-6.15043204154842e-10,1.23038741608708e-07,-5.82596019140322e-08,5.88004419717778e-06,-2.30574072388066e-09,2.10735631184347e-06,3.56306641169686e-08,1.70952950210497e-10,-7.14599410031203e-07,-1.1221888102247e-09,-2.01229009269024e-07,-9.95192926619356e-10,-1.49684729614559e-05,-2.63874602576914e-11,-1.8700633168163e-08,0.00211314311005943,-7.54311393889569e-10,3.14121269922187e-07,1.31877770423082e-08,-0.000680255395443534,9.51552727543936e-08,-4.31201891449839e-10,-5.24375894145288e-08,-9.75973716122259e-11,-1.72385500943451e-07,-5.60644775677083e-11,-1.1171965208794e-10,-3.13281457034078e-11,-0.00014208635440919,-1.04684066149392e-10,-4.33568809156878e-09,-7.02043132051311e-09,8.45300459722332e-06,1.98844652940685e-06,-7.68110245522378e-05,-7.51944372344979e-08,-2.90825236854248e-07,3.85623552769125e-11,-2.73169394844522e-11,-4.45305784393959e-11,1.2237884539225e-07,3.27669090725661e-06,-1.57883167410914e-09,-8.53145740152518e-09,-4.40153942295226e-11,-1.92693831684007e-07,-1.93018983484168e-10,6.44687570735406e-07,2.03245055258135e-06,-7.56904436984504e-09,6.46084648420187e-08,-1.15367780742221e-08,-0.000128148006465223,2.119658181511e-11,6.41633927825458e-09,3.29174994813644e-08,-2.56547009269804e-08,-1.6601969090576e-07,-5.35006228114644e-05,-1.26871800422516e-07,-1.2205721847617e-10,5.66376878037693e-06,-1.21692405088435e-10,-3.64727023703802e-07,-1.21851076974532e-10,-2.92581915360398e-11,8.93109659233419e-05,-4.31758727823354e-12,-9.81841177843687e-10,-1.83786310225332e-05,-3.35759349229661e-09,-2.01977657960959e-07,-9.72199331568696e-10,8.71237085331146e-07,9.15116543480796e-09,-4.6558662077047e-11,-7.75491645833146e-09,-2.46928821812892e-08,-6.31122004533201e-11,-1.41051707483035e-09,-2.28656366370401e-11,-3.20308732271196e-09,-6.9128207770334e-09,7.44840067000191e-08,-4.47463634309531e-08,0.00177092755347012,-3.07683029908727e-10,-2.01179779570234e-05,-0.00433949742354087,1.35416166291311e-07,-7.67887215211381e-07,-1.11759035087496e-08,-6.4903189431665e-09,-5.67863019888949e-08,-1.12306567870321e-07,-1.08834633285571e-08,-3.67271996824115e-09,-5.91545003491194e-10,-2.97762264837586e-08,5.77467785622937e-07,-1.34997747877816e-08,2.54486907302582e-05,-8.27909796709874e-06,-1.49452290365075e-08,1.09657976533357e-06,-5.96301586860943e-09,3.03458657855965e-08,-7.06372152031379e-09,-1.54919331658169e-07,-5.38685195328861e-07,-4.26570949557652e-07,-1.26990455742419e-09,3.59179444923379e-07,1.62514100929804e-07,-7.88942350729196e-09,-2.67268768627184e-07,1.30639242568254e-06,1.00341500506552e-06,-3.82231976199875e-07,-1.01187146507279e-06,-2.55326367103185e-09,-1.97727234383387e-09,2.94754400344908e-07,-1.71279970154986e-09,0.000134350759964445,9.09318624205399e-10,2.71994304612397e-07,5.73680686341831e-07,-1.40732996692633e-09,-1.71537394764906e-09,2.79971761114571e-05,-0.000166088161297988,2.26804515012092e-08,2.01377342140623e-09,-1.55458740168445e-07,-1.05580663377401e-06,-7.37613467571636e-08,5.15453009833354e-07,-2.71097259786494e-07,-1.29220549176564e-09,-6.50030551146106e-07,-2.56337091970562e-07,-1.21060296367966e-08,-1.07775692686795e-06,5.76174796800098e-08,1.11455241023649e-07,6.5225930599206e-05,-9.49073829939168e-12,-0.000171205875195492,-5.80947912891276e-10,4.78081032215115e-09,2.28819879892457e-06,1.81305516545783e-07,4.46929894871479e-05,2.18116630407699e-05,-2.87760679352086e-11,-2.66067276155632e-09,5.42440581433837e-08,-8.7666212865745e-11,2.36075217357328e-08,-1.34368201872329e-11,1.39247695869539e-08,9.32891784213003e-05,2.63286933781996e-07,3.7671540366013e-08,1.03960240360532e-07,-1.63415110865078e-10,-7.64136414932757e-10,-1.08840744945005e-07,0.000103946557501685,2.88450349648321e-07,8.05922404456405e-11,-2.39805851636885e-08,-2.73145794660919e-06,3.4360063322987e-07,7.69381031756111e-08,0.000108778212379233,-6.88292125932428e-09,1.82108725104779e-06,-1.98410548611427e-06,-1.43386037232695e-10,-2.1054101793182e-05,-1.39290869305607e-07,-3.02571736392791e-06,-2.27056411743458e-11,-3.44084340956933e-10,-6.32678973951037e-09,7.13010622771857e-12,2.89487292368476e-06,-9.53977136449247e-08,-2.33483886640348e-08,2.59158429486904e-05,-9.62624828670531e-10,1.88620855890758e-08,-7.35782513825757e-09,7.36905477471491e-11,-3.35763496232959e-11,-3.23218902595832e-05,1.25079744942475e-06,-8.92037977830404e-10,-1.86864194933318e-05,0.000992282597327205,-6.57119942655016e-09,-2.17429015941982e-07,7.63670193814314e-09,1.7114112803927e-06,-6.27794307156611e-08,-5.77674327665165e-10,-0.0016951269399735,-8.05979528318754e-06,4.03969273107647e-08
"Amitriptyline",1.37201744103172e-07,5.92175035657976e-08,3.75465714671779e-06,-2.68508550428422e-08,-6.6113923580944e-10,-9.35629620744722e-07,-7.37283316606965e-07,-4.29648912381519e-10,-1.55847088148317e-09,-5.99968767117122e-07,-3.26068866144922e-06,8.75178560400362e-06,0.000600923476043243,-2.79483821761357e-06,1.08434617962507e-08,5.19390591248544e-10,-9.40019890410563e-11,-4.20100976209717e-07,7.64460879027941e-10,-4.84788954148808e-05,-1.07940390027988e-08,2.06013238714316e-08,0.000267185304320649,-3.40211984896944e-07,-6.20006001177591e-09,6.52282030194379e-07,-2.13744184212895e-09,0,-1.30809532914133e-06,-2.46375191950503e-08,3.80507187008781e-12,4.32944929214196e-07,-6.88584828054522e-09,-1.11101593612409e-09,2.18649101010259e-06,3.61904859778492e-05,7.95799860826824e-08,-1.36081274415604e-10,-1.95411848144481e-10,7.32778795884496e-05,1.31168118751238e-08,-3.01086024549801e-09,-5.16922555591711e-12,-4.14068644611598e-09,6.05461764579137e-06,-1.22133539520353e-07,-7.00662621766126e-12,6.97895792854544e-11,2.93790555738804e-06,-4.82750885049708e-06,1.88779042472562e-06,-5.26103035203424e-06,-6.98282789505913e-11,-4.6299225636619e-08,-3.73512789284628e-10,1.62404441131443e-06,-0.000339827540204994,-4.91727222300891e-10,-4.48634389755866e-08,9.60056354603003e-09,4.01030349189042e-06,-2.88567608313053e-10,4.42750890122293e-06,-1.39953093898708e-08,-2.51505700344466e-10,1.27863282708157e-07,9.05370550659695e-09,-6.54805665515807e-08,-3.71925486727796e-11,-4.1029750673364e-05,1.04745563367925e-13,-2.76057776695891e-08,-0.00015456460479246,-3.66933328337123e-10,-2.9793214267817e-07,-3.14906139144592e-08,0.000251594703589096,4.85948445827565e-06,4.00940967192188e-11,-3.72830586820731e-08,-1.17180708836877e-11,-1.64150623937417e-07,1.70729300036954e-12,1.58986566619397e-11,1.25650255706073e-12,0.000157096374759931,-8.3380061884559e-13,-2.40793499104932e-09,-7.233256404207e-08,4.25007775060053e-05,5.90335683226121e-06,-0.000878632247098017,-5.46876836095365e-07,-4.078916414456e-08,6.19505321640917e-11,7.21302378462815e-13,1.78367243745347e-12,6.27445191532309e-08,7.77207949305379e-08,-5.80641411164838e-10,-5.47322437545054e-09,2.09674527328117e-12,-4.66660930159152e-08,-9.03997358233255e-10,6.6622854599107e-08,-1.55018486684329e-06,-5.04859942053213e-09,-3.18388720790978e-07,1.03370964206463e-09,0.000168971766750791,-1.83202781515175e-11,-1.11256923979602e-08,2.32431981549629e-08,-1.0228404458503e-08,1.02298800442188e-07,-0.000171984672457832,1.89837952835005e-07,-1.11916402796698e-09,2.19780144306608e-06,-1.23417913284852e-11,-2.54421596784357e-09,-7.75960364304168e-11,6.94222452490466e-13,-8.19320953035637e-05,-4.22923724586327e-12,-3.60873239512882e-10,3.33260008068948e-05,-9.89428733441766e-08,-1.08310188106379e-07,-6.41108847089941e-10,-1.94553670126554e-06,-4.81830029138854e-09,-9.19477148428306e-10,7.01803693613056e-10,-1.84023103776944e-07,-2.2843261966019e-11,-2.22079540654695e-09,-3.75560231770094e-13,-4.5625546268283e-09,-3.69582225347702e-10,-8.29831022736657e-08,-6.96307745140781e-08,-0.000512498596948324,8.73319944744497e-10,-8.31544135071005e-05,-0.00200751552814422,2.45503113474149e-09,-2.81130646046832e-06,-1.00350764445245e-08,9.22190046258341e-10,-5.16619498781057e-07,5.60682965831041e-08,-2.10525921384965e-08,-1.74352181902863e-10,-5.20994161202611e-10,2.63761803316123e-09,8.60319414463567e-07,-4.38023048785498e-09,-6.04569089961813e-05,-2.76282106035867e-05,-5.15518058632213e-09,-3.98377888591636e-06,8.2444787445302e-10,-8.96850642851792e-09,4.86934841576664e-10,1.13545175207299e-08,8.66794258852208e-06,-2.00852022149832e-06,-6.46884569288659e-12,0,-1.91781954111227e-08,-1.29052500022997e-08,-1.764491913444e-07,-1.14879297640624e-06,-8.40913979408011e-07,-2.74885711559913e-06,-5.52565119824911e-07,-4.86138446186129e-10,-7.81398396480136e-10,-1.50744988159839e-07,-4.98360169743411e-11,-1.94515812373349e-07,-1.20403332882351e-09,-1.1521003998011e-07,-1.46830702012135e-07,-9.73161350245653e-10,-9.73037553962496e-10,7.06910338971399e-05,-0.000188555773517563,-7.17577983477332e-08,2.02739692747926e-08,-6.01035727993268e-07,-6.03838937023062e-07,-8.48814795092725e-08,-1.46149622730664e-07,1.23417730682444e-07,-7.59394427110366e-11,2.35121784357857e-07,-1.04614671937307e-07,2.89016946241084e-09,-9.78102282437437e-08,-4.84268547325857e-08,-3.26389548331513e-07,-1.03555883015969e-05,1.39487389648226e-12,-2.28014040121391e-05,-6.97494916670696e-11,1.0492036419464e-08,-4.54626624715762e-07,-2.52928126359453e-08,-3.03534265264233e-05,0.000273132096944881,1.5739576215264e-13,-1.99157610977738e-10,-1.96720398629959e-08,-1.16968109774826e-11,2.96865383373789e-08,-3.14611920325146e-12,-3.66533990590546e-09,-0.000206163659278049,-4.56899668166728e-07,1.51619602002725e-08,-8.29484789644015e-08,-8.77941783896073e-11,-5.16784688191516e-10,1.62666819273807e-07,-0.00015723967603465,-1.6637652147884e-07,-5.1789655510602e-10,1.24673230424454e-08,6.74551604434257e-06,-1.78605753945566e-07,-7.9326022369806e-07,-5.31370740819772e-05,9.75888120642211e-10,-1.78255011348293e-06,1.59654846603504e-06,-8.56034962574892e-11,-1.22930784357288e-05,-2.51118484622858e-07,-1.20076245784827e-06,2.92499811576549e-13,2.57516891571801e-11,6.21131517374929e-09,-1.79136653656413e-11,-8.85642094492655e-06,-1.54096102731853e-07,-5.73252948943657e-09,-1.76549490726836e-05,-2.16010383917449e-10,-6.29646340359055e-09,-4.542516291418e-09,-5.3988344380119e-11,1.20198438719874e-12,1.87877538637969e-05,-2.63811120782586e-06,-4.34341369913573e-10,-1.82624357593743e-05,0.00117375531102061,1.51735159580529e-10,-9.53492096046787e-08,-3.44770124382749e-08,4.47795266275339e-07,2.26133887955162e-08,-5.28125352700914e-10,0.0014207697290179,-2.81084926301614e-06,-8.18237342220291e-09
"Paroxetine",-3.59628000003302e-07,-2.03102818185955e-08,-2.78500821843706e-07,-4.96538023726599e-08,-5.08685528462372e-10,-1.87058957618185e-07,-5.54997788108388e-06,-2.14225205216016e-10,-1.8191535118574e-09,1.47722764742108e-06,-3.33540325277551e-06,-6.48005406959472e-07,6.99977609608268e-05,1.6411430505776e-06,8.54030211467504e-08,1.95411846676904e-10,-1.93904313304649e-11,-1.04571948328158e-06,-8.88397708801813e-10,-1.11698267866048e-05,-5.53099809663268e-09,1.06858082894496e-08,0.00011384995094395,-1.19488863567441e-06,9.5936266119231e-10,2.69370811922554e-07,-6.14180576755676e-10,0,-3.22937609125277e-05,0,2.15087179700891e-11,1.35786022924189e-06,1.96517474352116e-09,-2.33162563680511e-10,-6.79710883644777e-07,5.35841611186493e-05,2.6911945442083e-07,9.99311869214964e-12,-6.58586555698526e-11,-1.17516348066706e-05,-4.66912228292284e-09,5.48875565861243e-10,1.41520551448304e-12,-5.16462520343239e-09,6.40696061190115e-06,2.15006270536432e-07,3.80397160986565e-12,3.94730205775892e-10,-2.7685843214243e-06,7.73552832235195e-06,-2.36946093069304e-08,-1.94452751710353e-05,9.61183208843635e-11,8.021912603896e-08,1.56060587130036e-10,-1.56713236666102e-06,0.00128189702259669,1.185011320953e-10,-4.83642259244889e-08,4.60997715263077e-08,-2.73452302131805e-07,7.94840841637241e-11,-5.54292468370324e-07,-4.33313346072739e-09,-1.9636963705664e-10,-8.45960068010175e-07,8.13432347600078e-09,1.37604073212658e-08,7.64206698575051e-11,-1.50312547117552e-05,-2.48874941100771e-12,-2.88870270919096e-08,-0.00216828579834791,-5.47494591773226e-10,1.83766818523907e-06,-1.65063587534374e-08,-0.00073364565763057,2.61610737768981e-07,-1.60034034179211e-11,2.41950696452459e-08,-6.99971657652108e-12,-1.79695522762003e-07,-3.90039377242278e-12,2.5539457563218e-11,8.31849379954549e-12,1.84073349627109e-05,2.07225864722458e-11,-9.98880493991067e-10,-7.8587647750391e-08,2.446137556908e-05,5.76255455873359e-06,0.00122815416147736,2.27587378719156e-07,3.48723477477356e-07,4.38925437983085e-11,-2.39184289068488e-12,2.60084128013572e-12,-7.51870716792801e-08,-3.52527146857545e-06,1.17794055632929e-09,1.42214089647192e-09,-5.05889754172435e-12,5.52823395358738e-08,-9.72423016111815e-11,1.59293805246731e-07,-3.0696751611886e-07,1.65126936740353e-09,6.67372598184628e-08,-2.6853827875331e-09,-8.46729747439414e-05,-7.91421667215045e-12,-1.17356852528227e-08,-2.90407940841266e-09,-3.57539584330185e-09,1.43232407097976e-08,-2.41139983821608e-06,2.61743836963117e-07,-6.35218327592578e-10,-1.36727050591349e-06,-6.64328791057923e-12,1.42451996089383e-07,-5.26573008635386e-11,7.61952442726359e-12,0.000290764120302275,-4.23529903604024e-12,-2.52914935228996e-10,2.71741034167884e-06,-5.78363722758866e-08,3.67627629627283e-09,-5.85669355679865e-11,0,-1.1514570336785e-08,-5.37979727554387e-10,-3.11310247533412e-10,8.94044377297577e-08,-1.68586145652286e-10,2.86681576671813e-09,-2.58564264875897e-12,-3.44610764330279e-09,1.34799211244924e-09,-4.23396661393058e-08,-3.5434501049538e-07,-0.00316759646849086,3.52749988562621e-11,7.34923919093793e-06,-0.00283626761500844,-3.99599383789217e-08,-8.67981836272262e-07,-3.26980193579972e-09,-3.545689608845e-10,-9.88749385811943e-08,-5.08976734606034e-08,-8.72654444689849e-09,-9.59919426624621e-11,-5.89793202279957e-10,-8.16396578469015e-09,7.56410750931922e-06,-1.58609229716736e-08,-2.78339092808449e-05,-1.06901730450305e-05,6.77238053205879e-09,2.98037390733389e-06,-1.74130727396573e-09,-9.33454987061835e-09,-5.29927441473347e-10,-5.08032004462054e-08,5.45980435360793e-06,-9.28566076837346e-07,-2.16766267521873e-11,1.83123122132329e-07,-6.90769758186798e-08,5.058541348166e-09,-4.08979809215086e-08,-2.42655160196832e-06,-8.30045367656515e-07,3.04003166484832e-06,2.77981655052968e-07,-8.16995592476825e-11,-8.42276904554007e-10,-8.20346340502129e-07,1.77313376310198e-10,0.000103598246438528,-7.058266146965e-10,1.4168552900703e-07,-2.27751745639191e-07,-7.11471012604913e-10,1.18827733931308e-09,4.92991449687129e-05,9.78704813821418e-05,3.78864647286054e-08,-2.73246197387051e-08,1.67922168896243e-07,-1.07620537504013e-06,1.17443483102083e-08,1.038010382669e-07,-6.60943216879285e-08,-1.96151024106278e-12,3.58785862831888e-06,-3.17882786871447e-08,-6.20984934568396e-09,1.44563964535165e-06,-5.4026615052429e-08,-1.40211991053991e-07,-3.19804400935671e-05,1.08397490544134e-12,3.98179867147552e-05,-7.47022507290346e-10,-6.70383968377813e-10,2.05232784243335e-07,-3.41909007416551e-08,2.52267236414811e-05,-1.72244875145719e-05,-2.49732179505275e-12,-5.82526166422041e-10,8.92428330178326e-10,-6.54137732865216e-12,-1.7655448565065e-08,2.83169962433526e-12,-1.11003410998546e-09,-8.06023154946095e-05,-1.30266220671585e-07,1.90729787019224e-08,4.89639939757493e-08,-2.75750931060144e-11,-4.08755881127796e-10,-6.50620790594864e-07,-0.000331734398705428,-5.06233879200465e-07,3.06249699835954e-10,2.1173970609919e-08,-1.10229457730668e-05,-1.01164643996133e-06,-1.29659195094114e-08,-3.75319766228761e-05,-7.37998856693282e-10,4.93816653540771e-07,-1.07516638172946e-05,-1.49376043461932e-11,1.90287062654703e-05,-1.79285729735829e-07,2.40664667567722e-06,-2.04852049020388e-12,2.23065450809761e-11,-2.22209097584584e-09,-5.71230716135562e-13,8.28707390519173e-06,9.17692159886556e-09,-3.59251827131725e-09,1.10367505994809e-05,-7.90985344550747e-11,-7.27013400971481e-09,1.73618735582237e-08,2.71320361346723e-12,-2.46459598986657e-12,-6.58316283645597e-06,1.94298403300959e-06,-2.31142253066509e-10,-3.2243422978419e-05,0.000649004219309493,3.02933964045253e-10,-7.48455441417292e-09,7.82283599759953e-09,-3.2514152717164e-07,-8.59874339389349e-08,-5.33146645956325e-10,0.00101079953615781,-2.76269511947657e-06,-5.02523005699306e-09
